--------------------------------------------------------------------------------------------------
Simulador de contagios. 2.0.3.0
07/04/2020 19:36:49
--------------------------------------------------------------------------------------------------
Prefijo 50CRB_40_15
Número de hilos                              30
Potencia para fin de infección             3,00

Probabilidad base de contagio              4,00 %
Probabilidad contagio cluster              5,00 %
Probabilidad base de REcontagio            0,00 %
Días mínimos de inmunidad                     5
Días de carencia para contagiar               3
Días de incubación                            7
Probabilidad de enfermar                 100,00 %
Factor probab. contagio enfermo           25,00 %
Probabilidad de hospitalización           10,00 %
Factor prob. contagio hospitalizad         0,00 %
Densidad crítica de vecinos infect         0,00 %
Probabilidad contagio ambiental            0,00 %

Número de individuos                     50.000
Radio                                     2.694
Número de focos iniciales                    10
Número de inmunes iniciales                   0
Número de focos a importar                    0 cada 0 días, del grupo adulto
Radio de contacto                             1
Longitud media 10 pasos                       4

Número clusters objetivo                    125
Número clusters generados                   123 con        9.960 individuos,            3 infectados de inicio
Factor individuos por cluster              1,00

                        - Edad- % Factor B    Días         %      Num.Pasos      %                          %      Individuos 
Grupo            Género Min Max   Contagio  Duración    Curación   Min   Max Individuos   Individuos     clusters    cluster  
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------ ------------
nene                  2   0   4       10,0       30,0       99,3    70    90       4,00        2.000          4,0           40
menor                 2   5  19        5,0       30,0      100,0    80   110      15,00        7.500         15,0           60
adulto                2  20  64       40,0       30,0       99,4    80   120      62,00       31.000         62,0          100
jubilado              2  65  69     1000,0       30,0       96,8    70    90       5,00        2.500          5,0           50
mayor                 2  70 150      800,0       30,0       83,5    60    70      14,00        7.000         14,0           40
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------ ------------

Valores al final del día
                                                                       Recorrido  Contactos Media días            ------ Afectados ---- ----------  Clusters -----------
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos     Ida     críticos  infectados         R0   Cercania   Clusters Infectados    Curados    Muertos   Enfermos Hospitaliz  Ambiental
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1      49990         10          0          0          0          0      56,35       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  2      49990         10          0          0          0          0      56,35       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  3      49990         10          0          0          0          0      56,31       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  4      49982         18          0          0          0          0      56,29       0,33        0,0       0,00          0          8          8          0          0          0          0          0
  5      49969         31          0          0          0          0      56,28       0,38        0,0       0,00          4         17         17          0          0          0          0          0
  6      49967         33          0          0          0          0      56,30       0,48        0,0       0,00          5         18         18          0          0          0          0          0
  7      49955         45          0          0          0          0      56,30       0,50        0,0       0,00          5         30         30          0          0         10          1          0
  8      49914         86          0          0          0          0      56,33       0,56        0,0       0,00          7         69         69          0          0         10          1          0
  9      49890        110          0          0          0          0      56,31       0,56        0,0       0,00          8         92         92          0          0         10          1          0
 10      49859        141          0          0          0          0      56,33       0,54        0,0       0,00         12        119        119          0          0         18          2          0
 11      49777        223          0          0          0          0      56,32       0,62        0,0       0,00         18        195        195          0          0         31          3          0
 12      49707        293          0          0          0          0      56,32       0,74        0,0       0,00         26        257        257          0          0         33          3          0
 13      49633        367          0          0          0          0      56,32       0,73        0,0       0,00         32        325        325          0          0         45          4          0
 14      49576        422          0          2          0          0      56,32       0,80        5,0       2,00         56        358        356          2          0         85         11          0
 15      49517        481          0          2          0          0      56,32       0,91        5,0       2,00         79        394        392          2          0        109         16          0
 16      49449        547          0          4          0          0      56,31       1,06        6,3       3,00        115        426        422          4          0        138         18          0
 17      49398        597          0          5          0          0      56,30       1,13        7,4       4,20        144        448        443          5          0        218         26          0
 18      49317        676          0          7          0          0      56,31       1,24        8,1       3,86        175        498        492          6          0        286         32          0
 19      49220        772          0          8          0          0      56,31       1,30        8,0       3,38        208        562        555          7          0        359         41          0
 20      49104        887          0          9          0          0      56,31       1,32        7,9       6,78        244        642        635          7          0        415         45          0
 21      49016        974          0         10          0          0      56,31       1,37        8,3       6,30        269        705        697          8          0        473         49          0
 22      48886       1102          0         12          0          0      56,32       1,41        8,8       5,50        299        805        795         10          0        539         56          0
 23      48731       1251          0         18          0          0      56,32       1,43       10,7       4,00        340        919        904         15          0        584         61          0
 24      48612       1364          0         23          0          1      56,32       1,43       11,4       3,63        378       1000        979         20          1        659         71          0
 25      48451       1516          0         32          0          1      56,32       1,44       12,2       2,73        417       1122       1092         29          1        747         78          0
 26      48263       1693          0         43          0          1      56,32       1,46       13,4       2,77        477       1250       1213         36          1        853         91          0
 27      48053       1895          0         51          0          1      56,32       1,47       13,8       2,67        541       1396       1353         42          1        933         96          0
 28      47820       2113          0         66          0          1      56,32       1,48       14,7       2,40        603       1567       1512         54          1       1048        105          0
 29      47569       2350          0         80          0          1      56,33       1,50       15,4       2,64        668       1753       1687         65          1       1189        122          0
 30      47229       2681          0         89          0          1      56,33       1,50       16,0       2,62        749       2012       1938         73          1       1299        135          0
 31      47152       2737          0        110          0          1      55,42       1,44       16,2       2,32        796       2042       1968         73          1       1439        149          0
 32      47064       2797          0        138          0          1      54,56       1,39       17,0       2,26        851       2075       2001         73          1       1599        160          0
 33      46979       2856          0        164          0          1      53,75       1,36       17,1       2,30        917       2094       2020         73          1       1782        180          0
 34      46872       2924          0        201          0          3      53,00       1,35       17,3       2,25        981       2137       2063         73          1       1976        192          0
 35      46766       2997          0        231          0          6      52,29       1,33       17,8       2,23       1039       2185       2111         73          1       2194        217          0
 36      46674       3047          0        271          0          8      51,62       1,31       18,4       2,09       1087       2229       2155         73          1       2492        248          0
 37      46548       3129          0        308          0         15      50,98       1,29       18,7       2,07       1125       2317       2243         73          1       2525        254          0
 38      46435       3181          0        367          0         17      50,38       1,28       19,3       1,89       1163       2392       2318         73          1       2552        262          0
 39      46316       3233          0        431          0         20      49,81       1,26       19,9       1,92       1209       2465       2391         73          1       2570        265          0
 40      46198       3297          0        481          0         24      49,27       1,25       20,1       1,97       1247       2545       2470         74          1       2623        269          0
 41      46056       3368          0        541          0         35      48,76       1,23       20,4       1,97       1293       2641       2566         74          1       2658        275          0
 42      45918       3406          0        633          0         43      48,27       1,22       20,9       1,84       1338       2734       2659         74          1       2650        267          0
 43      45771       3462          0        718          0         49      47,81       1,21       21,1       1,81       1381       2838       2762         75          1       2685        268          0
 44      45625       3512          0        809          0         54      47,37       1,20       21,3       1,76       1424       2941       2863         77          1       2702        266          0
 45      45494       3549          0        895          0         62      46,94       1,19       21,6       1,70       1468       3028       2950         77          1       2727        264          0
 46      45055       3896          0        980          0         69      47,15       1,22       21,8       1,67       1580       3355       3277         77          1       2753        272          0
 47      44729       4112          0       1074          0         85      47,34       1,25       22,0       1,58       1676       3585       3507         77          1       2785        270          0
 48      44477       4253          0       1180          0         90      47,53       1,27       22,1       1,55       1754       3759       3681         77          1       2812        275          0
 49      44074       4523          0       1297          0        106      47,71       1,29       22,4       1,55       1874       4042       3964         77          1       2826        275          0
 50      43547       4909          0       1429          0        115      47,88       1,31       22,6       1,53       2021       4422       4344         77          1       2831        273          0
 51      43071       5242          0       1559          0        128      48,04       1,32       22,8       1,53       2148       4771       4693         77          1       2819        270          0
 52      42457       5715          0       1693          0        135      48,20       1,33       23,0       1,48       2293       5240       5161         78          1       3117        291          0
 53      41865       6151          0       1833          0        151      48,35       1,34       23,2       1,50       2449       5676       5594         81          1       3288        305          0
 54      41258       6606          0       1977          0        159      48,50       1,35       23,4       1,52       2633       6099       6016         82          1       3388        314          0
 55      40650       7068          0       2115          0        167      48,64       1,36       23,6       1,52       2836       6504       6419         84          1       3645        334          0
 56      40155       7406          0       2265          0        174      48,77       1,36       23,8       1,53       3042       6793       6705         87          1       4015        369          0
 57      39673       7716          0       2425          0        186      48,91       1,37       24,0       1,54       3271       7046       6953         92          1       4319        404          0
 58      39194       8027          0       2584          0        195      49,03       1,38       24,1       1,52       3530       7266       7169         96          1       4766        441          0
 59      38773       8253          0       2769          0        205      49,16       1,40       24,2       1,50       3757       7460       7349        109          2       5163        477          0
 60      38400       8434          0       2954          0        212      49,27       1,41       24,3       1,49       3980       7610       7479        128          3       5576        509          0
 61      38070       8532          0       3176          0        222      49,39       1,42       24,4       1,48       4196       7724       7574        146          4       5952        529          0
 62      37726       8754          0       3293          0        227      49,50       1,43       24,4       1,47       4419       7845       7678        162          5       6325        564          0
 63      37414       8928          0       3425          0        233      49,61       1,44       24,3       1,47       4633       7943       7741        197          5       6669        597          0
 64      37136       9052          0       3574          0        238      49,71       1,45       24,2       1,46       4816       8038       7795        238          5       6994        646          0
 65      36856       9183          0       3718          0        243      49,81       1,46       24,1       1,45       5016       8118       7826        287          5       7266        670          0
 66      36570       9286          0       3893          0        251      49,91       1,46       24,1       1,44       5184       8236       7891        339          6       7458        691          0
 67      36347       9332          0       4064          0        257      50,00       1,47       24,0       1,44       5332       8311       7901        403          7       7610        707          0
 68      36129       9336          0       4274          0        261      50,09       1,48       23,9       1,43       5491       8370       7877        485          8       7739        719          0
 69      35913       9321          0       4497          0        269      50,18       1,48       23,8       1,42       5666       8411       7813        588         10       7821        737          0
 70      35758       9244          0       4721          0        277      50,27       1,49       23,7       1,42       5801       8431       7735        685         11       7867        743          0
 71      35571       9178          0       4967          0        284      50,35       1,49       23,6       1,40       5973       8446       7627        808         11       7893        732          0
 72      35441       9019          0       5250          0        290      50,43       1,50       23,6       1,40       6098       8451       7488        951         12       7890        728          0
 73      35287       8878          0       5533          0        302      50,51       1,50       23,6       1,38       6243       8460       7356       1092         12       7818        719          0
 74      35151       8717          0       5818          0        314      50,58       1,51       23,6       1,36       6379       8460       7199       1246         15       7740        724          0
 75      35028       8531          0       6117          0        324      50,65       1,51       23,6       1,36       6501       8461       7039       1406         16       7647        731          0
 76      34906       8316          0       6437          0        341      50,72       1,51       23,7       1,36       6622       8462       6858       1586         18       7464        710          0
 77      34760       7990          0       6895          0        355      50,79       1,51       23,8       1,35       6765       8465       6541       1903         21       7179        701          0
 78      34650       7680          0       7299          0        371      50,86       1,51       23,9       1,35       6874       8466       6255       2186         25       6889        678          0
 79      34545       7435          0       7633          0        387      50,92       1,51       24,0       1,34       6979       8466       6044       2394         28       6693        653          0
 80      34437       7097          0       8063          0        403      50,98       1,52       24,1       1,33       7087       8466       5755       2681         30       6383        617          0
 81      34349       6681          0       8551          0        419      51,05       1,52       24,3       1,32       7174       8467       5441       2995         31       6002        598          0
 82      34259       6302          0       9003          0        436      51,10       1,52       24,4       1,30       7263       8468       5153       3284         31       5655        563          0
 83      34178       5888          0       9481          0        453      51,16       1,52       24,6       1,28       7342       8470       4835       3600         35       5307        524          0
 84      34099       5504          0       9923          0        474      51,22       1,53       24,7       1,26       7420       8471       4574       3861         36       4954        484          0
 85      34033       5101          0      10368          0        498      51,27       1,53       24,8       1,24       7484       8473       4309       4124         40       4590        457          0
 86      33969       4731          0      10781          0        519      51,33       1,53       24,9       1,23       7545       8476       4087       4347         42       4263        438          0
 87      33910       4422          0      11130          0        538      51,38       1,53       25,0       1,21       7601       8479       3918       4517         44       3983        414          0
 88      33865       4112          0      11463          0        560      51,43       1,53       25,1       1,20       7644       8481       3765       4672         44       3718        386          0
 89      33813       3847          0      11761          0        579      51,48       1,53       25,2       1,19       7693       8484       3638       4802         44       3482        364          0
 90      33766       3573          0      12062          0        599      51,53       1,53       25,2       1,18       7738       8486       3513       4927         46       3240        342          0
 91      33723       3319          0      12340          0        618      51,57       1,53       25,3       1,17       7780       8487       3422       5019         46       3009        313          0
 92      33680       3108          0      12587          0        625      51,62       1,53       25,3       1,15       7820       8490       3346       5098         46       2820        293          0
 93      33648       2898          0      12810          0        644      51,67       1,53       25,4       1,14       7849       8493       3282       5165         46       2637        279          0
 94      33617       2710          0      13012          0        661      51,71       1,53       25,4       1,14       7876       8497       3223       5228         46       2462        267          0
 95      33578       2523          0      13225          0        674      51,75       1,53       25,5       1,12       7914       8498       3157       5294         47       2288        251          0
 96      33557       2357          0      13400          0        686      51,80       1,53       25,5       1,12       7932       8501       3124       5330         47       2149        241          0
 97      33533       2181          0      13589          0        697      51,84       1,53       25,5       1,11       7952       8505       3083       5375         47       1992        221          0
 98      33513       2045          0      13735          0        707      51,88       1,53       25,5       1,10       7968       8509       3052       5410         47       1879        209          0
 99      33496       1904          0      13882          0        718      51,92       1,53       25,6       1,09       7983       8511       3031       5433         47       1752        196          0
100      33472       1771          0      14026          0        731      51,97       1,53       25,6       1,09       8005       8513       3019       5447         47       1626        179          0
101      33453       1659          0      14139          0        749      52,00       1,53       25,6       1,08       8021       8516       3012       5457         47       1534        171          0
102      33439       1517          0      14282          0        762      52,04       1,53       25,6       1,07       8033       8518       3006       5465         47       1399        158          0
103      33425       1416          0      14387          0        772      52,08       1,53       25,6       1,07       8046       8519       3005       5467         47       1308        150          0
104      33401       1330          0      14492          0        777      52,12       1,53       25,6       1,06       8068       8521       3003       5471         47       1218        138          0
105      33388       1225          0      14606          0        781      52,16       1,53       25,7       1,06       8076       8526       3008       5471         47       1117        131          0
106      33368       1138          0      14704          0        790      52,20       1,53       25,7       1,05       8092       8530       3012       5471         47       1034        119          0
107      33355       1063          0      14788          0        794      52,23       1,53       25,7       1,05       8102       8533       3014       5472         47        965        111          0
108      33345        965          0      14885          0        805      52,27       1,53       25,7       1,04       8111       8534       3012       5475         47        871        106          0
109      33327        905          0      14953          0        815      52,31       1,53       25,7       1,04       8127       8536       3012       5477         47        807         99          0
110      33317        844          0      15018          0        821      52,34       1,53       25,7       1,04       8135       8538       3012       5479         47        760         92          0
111      33305        790          0      15079          0        826      52,38       1,53       25,7       1,03       8142       8543       3015       5481         47        707         84          0
112      33301        724          0      15140          0        835      52,41       1,54       25,7       1,03       8145       8544       3011       5486         47        657         80          0
113      33289        675          0      15197          0        839      52,45       1,54       25,7       1,03       8155       8546       3012       5487         47        609         74          0
114      33281        615          0      15259          0        845      52,48       1,54       25,7       1,03       8162       8547       3012       5488         47        551         69          0
115      33274        575          0      15302          0        849      52,52       1,54       25,8       1,02       8168       8548       3012       5489         47        522         68          0
116      33266        543          0      15337          0        854      52,55       1,54       25,8       1,02       8174       8550       3012       5491         47        492         64          0
117      33261        503          0      15380          0        856      52,58       1,54       25,8       1,02       8178       8551       3011       5493         47        459         61          0
118      33253        468          0      15420          0        859      52,62       1,54       25,8       1,02       8183       8554       3012       5495         47        420         56          0
119      33250        433          0      15454          0        863      52,65       1,54       25,8       1,02       8184       8556       3009       5500         47        394         52          0
120      33244        403          0      15487          0        866      52,68       1,54       25,8       1,02       8189       8557       3010       5500         47        366         48          0
121      33236        382          0      15514          0        868      52,71       1,54       25,8       1,02       8195       8559       3011       5501         47        344         46          0
122      33230        361          0      15536          0        873      52,74       1,54       25,8       1,01       8199       8561       3011       5503         47        325         43          0
123      33219        335          0      15567          0        879      52,78       1,54       25,8       1,01       8207       8564       3011       5506         47        293         39          0
124      33216        321          0      15581          0        882      52,81       1,54       25,8       1,01       8209       8565       3011       5507         47        284         37          0
125      33214        298          0      15606          0        882      52,83       1,54       25,8       1,01       8211       8565       3006       5512         47        262         35          0
126      33207        281          0      15626          0        886      52,86       1,54       25,8       1,01       8215       8568       3005       5516         47        244         30          0
127      33206        260          0      15645          0        889      52,89       1,54       25,8       1,01       8215       8569       3004       5518         47        230         28          0
128      33203        247          0      15661          0        889      52,92       1,54       25,8       1,01       8217       8570       3004       5519         47        220         22          0
129      33201        221          0      15688          0        890      52,95       1,55       25,8       1,01       8218       8571       3000       5524         47        203         22          0
