--------------------------------------------------------------------------------------------------
Simulador de contagios. 2.0.3.0
07/04/2020 19:36:49
--------------------------------------------------------------------------------------------------
Prefijo 50CRB_40_15
Número de hilos                              30
Potencia para fin de infección             3,00

Probabilidad base de contagio              4,00 %
Probabilidad contagio cluster              5,00 %
Probabilidad base de REcontagio            0,00 %
Días mínimos de inmunidad                     5
Días de carencia para contagiar               3
Días de incubación                            7
Probabilidad de enfermar                 100,00 %
Factor probab. contagio enfermo           25,00 %
Probabilidad de hospitalización           10,00 %
Factor prob. contagio hospitalizad         0,00 %
Densidad crítica de vecinos infect         0,00 %
Probabilidad contagio ambiental            0,00 %

Número de individuos                     50.000
Radio                                     2.694
Número de focos iniciales                    10
Número de inmunes iniciales                   0
Número de focos a importar                    0 cada 0 días, del grupo adulto
Radio de contacto                             1
Longitud media 10 pasos                       4

Número clusters objetivo                    125
Número clusters generados                   123 con        9.960 individuos,            0 infectados de inicio
Factor individuos por cluster              1,00

                        - Edad- % Factor B    Días         %      Num.Pasos      %                          %      Individuos 
Grupo            Género Min Max   Contagio  Duración    Curación   Min   Max Individuos   Individuos     clusters    cluster  
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------ ------------
nene                  2   0   4       10,0       30,0       99,3    70    90       4,00        2.000          4,0           40
menor                 2   5  19        5,0       30,0      100,0    80   110      15,00        7.500         15,0           60
adulto                2  20  64       40,0       30,0       99,4    80   120      62,00       31.000         62,0          100
jubilado              2  65  69     1000,0       30,0       96,8    70    90       5,00        2.500          5,0           50
mayor                 2  70 150      800,0       30,0       83,5    60    70      14,00        7.000         14,0           40
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------ ------------

Valores al final del día
                                                                       Recorrido  Contactos Media días            ------ Afectados ---- ----------  Clusters -----------
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos     Ida     críticos  infectados         R0   Cercania   Clusters Infectados    Curados    Muertos   Enfermos Hospitaliz  Ambiental
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1      49990         10          0          0          0          0      56,28       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  2      49990         10          0          0          0          0      56,32       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  3      49990         10          0          0          0          0      56,39       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  4      49990         10          0          0          0          0      56,39       0,40        0,0       0,00          0          0          0          0          0          0          0          0
  5      49990         10          0          0          0          0      56,36       0,80        0,0       0,00          0          0          0          0          0          0          0          0
  6      49990         10          0          0          0          0      56,34       1,23        0,0       0,00          0          0          0          0          0          0          0          0
  7      49988         12          0          0          0          0      56,35       1,39        0,0       0,00          2          0          0          0          0         10          3          0
  8      49988         12          0          0          0          0      56,34       1,48        0,0       0,00          2          0          0          0          0         10          3          0
  9      49988         12          0          0          0          0      56,34       1,65        0,0       0,00          2          0          0          0          0         10          3          0
 10      49987         13          0          0          0          0      56,33       1,88        0,0       0,00          3          0          0          0          0         10          3          0
 11      49987         13          0          0          0          0      56,32       1,99        0,0       0,00          3          0          0          0          0         10          3          0
 12      49987         13          0          0          0          0      56,32       2,05        0,0       0,00          3          0          0          0          0         10          3          0
 13      49986         14          0          0          0          0      56,32       2,02        0,0       0,00          3          1          1          0          0         12          4          0
 14      49986         14          0          0          0          0      56,33       1,94        0,0       0,00          3          1          1          0          0         12          4          0
 15      49981         19          0          0          0          0      56,33       1,93        0,0       0,00          4          5          5          0          0         12          4          0
 16      49975         25          0          0          0          0      56,33       1,85        0,0       0,00          4         11         11          0          0         13          4          0
 17      49973         26          0          1          0          0      56,33       1,73       16,0       0,00          5         12         12          0          0         12          3          0
 18      49959         40          0          1          0          0      56,33       1,65       16,0       0,00          5         26         26          0          0         12          3          0
 19      49940         58          0          2          0          0      56,33       1,85       17,0       0,50          8         42         42          0          0         12          4          0
 20      49929         69          0          2          0          0      56,33       1,71       17,0       0,50          8         53         53          0          0         12          4          0
 21      49907         91          0          2          0          0      56,33       1,56       17,0       0,50         12         71         71          0          0         17          4          0
 22      49888        109          0          3          0          0      56,34       1,58       18,3       0,67         18         84         84          0          0         22          6          0
 23      49881        116          0          3          0          0      56,33       1,57       18,3       0,67         20         89         89          0          0         24          6          0
 24      49863        134          0          3          0          0      56,33       1,55       18,3       0,67         28         99         99          0          0         38          6          0
 25      49851        146          0          3          0          0      56,32       1,53       18,3       0,67         37        102        102          0          0         57          7          0
 26      49832        164          0          4          0          0      56,32       1,53       20,0       1,00         41        117        117          0          0         67          8          0
 27      49811        185          0          4          0          0      56,33       1,51       20,0       1,00         48        131        131          0          0         89          9          0
 28      49776        220          0          4          0          0      56,33       1,55       20,0       1,00         59        155        155          0          0        108         12          0
 29      49732        264          0          4          0          0      56,33       1,54       20,0       1,00         71        187        187          0          0        115         13          0
 30      49691        303          0          6          0          0      56,33       1,53       22,0       0,67         80        219        219          0          0        131         16          0
 31      49677        317          0          6          0          0      55,42       1,47       22,0       0,67         85        228        228          0          0        143         17          0
 32      49641        348          0         11          0          0      54,57       1,40       26,1       0,64         94        255        255          0          0        157         16          0
 33      49608        378          0         14          0          0      53,76       1,33       23,1       1,21        101        281        281          0          0        175         18          0
 34      49594        390          0         16          0          0      53,01       1,28       22,1       1,31        109        287        287          0          0        208         20          0
 35      49576        406          0         18          0          0      52,29       1,25       21,6       1,39        118        296        296          0          0        250         22          0
 36      49565        416          0         19          0          0      51,62       1,24       21,8       1,95        129        296        296          0          0        290         26          0
 37      49555        420          0         24          0          1      50,98       1,23       20,3       1,56        139        296        296          0          0        298         27          0
 38      49549        421          0         29          0          1      50,38       1,22       19,5       1,40        145        296        295          1          0        330         28          0
 39      49544        422          0         32          0          2      49,80       1,21       19,1       1,53        150        296        295          1          0        358         30          0
 40      49540        421          0         37          0          2      49,26       1,20       19,1       1,49        154        296        295          1          0        367         30          0
 41      49520        432          0         46          0          2      48,74       1,19       19,1       1,46        162        308        307          1          0        376         29          0
 42      49504        441          0         53          0          2      48,24       1,18       19,2       1,51        168        318        317          1          0        380         30          0
 43      49497        440          0         60          0          3      47,77       1,16       19,4       1,51        170        323        322          1          0        382         30          0
 44      49480        453          0         64          0          3      47,33       1,14       19,7       1,54        176        334        333          1          0        384         32          0
 45      49472        452          0         73          0          3      46,90       1,15       19,8       1,49        183        335        334          1          0        380         31          0
 46      49396        521          0         80          0          3      47,11       1,18       20,2       1,58        196        398        397          1          0        377         30          0
 47      49350        546          0         99          0          5      47,30       1,22       20,8       1,54        209        431        430          1          0        376         31          0
 48      49294        587          0        114          0          5      47,49       1,23       21,0       1,43        219        477        476          1          0        377         33          0
 49      49076        794          0        125          0          5      47,67       1,23       21,4       1,40        236        678        677          1          0        373         34          0
 50      48981        864          0        148          0          7      47,84       1,22       21,9       1,48        253        756        755          1          0        365         35          0
 51      48853        974          0        166          0          7      48,01       1,22       22,2       1,45        276        861        860          1          0        355         32          0
 52      48672       1137          0        182          0          9      48,17       1,22       22,6       1,47        319        999        998          1          0        413         42          0
 53      48496       1293          0        202          0          9      48,32       1,24       22,8       1,38        369       1125       1124          1          0        439         40          0
 54      48287       1486          0        216          0         11      48,47       1,25       23,0       1,50        421       1282       1280          2          0        480         43          0
 55      47982       1772          0        235          0         11      48,62       1,26       23,2       1,57        490       1518       1515          3          0        678         62          0
 56      47713       2018          0        254          0         15      48,75       1,27       23,6       1,63        556       1721       1718          3          0        750         64          0
 57      47446       2260          0        277          0         17      48,89       1,28       23,8       1,60        634       1910       1905          5          0        853         77          0
 58      47177       2504          0        298          0         21      49,02       1,32       23,9       1,78        727       2086       2079          7          0       1009         94          0
 59      46921       2737          0        319          0         23      49,14       1,35       24,1       1,74        841       2228       2219          9          0       1162        109          0
 60      46621       3002          0        352          0         25      49,26       1,38       24,2       1,81        946       2423       2406         17          0       1338        127          0
 61      46280       3313          0        381          0         26      49,38       1,39       24,2       1,90       1049       2661       2638         23          0       1613        145          0
 62      45903       3664          0        403          0         30      49,49       1,42       24,2       1,86       1152       2935       2906         29          0       1855        166          0
 63      45486       4049          0        432          0         33      49,60       1,42       24,1       1,82       1275       3229       3188         39          2       2089        201          0
 64      45016       4491          0        457          0         36      49,70       1,44       24,2       1,79       1406       3568       3522         44          2       2330        230          0
 65      44518       4956          0        487          0         39      49,80       1,46       23,8       1,81       1552       3920       3859         58          3       2554        250          0
 66      44026       5416          0        516          0         42      49,90       1,46       23,4       1,77       1701       4263       4180         79          4       2822        270          0
 67      43496       5904          0        552          0         48      50,00       1,47       23,1       1,73       1877       4617       4511         98          8       3120        297          0
 68      43018       6336          0        594          0         52      50,09       1,50       22,7       1,67       2058       4914       4781        123         10       3453        330          0
 69      42513       6787          0        643          0         57      50,19       1,50       22,4       1,64       2258       5219       5049        157         13       3815        363          0
 70      42015       7227          0        695          0         63      50,28       1,51       22,0       1,66       2456       5519       5307        195         17       4227        422          0
 71      41467       7706          0        762          0         65      50,36       1,52       21,7       1,70       2681       5842       5582        242         18       4655        461          0
 72      40886       8202          0        843          0         69      50,45       1,53       21,5       1,78       2908       6196       5876        299         21       5063        497          0
 73      40288       8704          0        933          0         75      50,53       1,54       21,4       1,76       3150       6552       6167        360         25       5496        543          0
 74      39784       9101          0       1029          0         86      50,61       1,54       21,3       1,73       3350       6856       6396        427         33       5867        572          0
 75      39314       9433          0       1158          0         95      50,68       1,54       21,2       1,72       3579       7097       6533        525         39       6234        605          0
 76      38788       9819          0       1285          0        108      50,76       1,54       21,0       1,69       3829       7373       6708        615         50       6595        655          0
 77      38330      10093          0       1454          0        123      50,83       1,55       21,3       1,73       4087       7573       6771        741         61       6961        679          0
 78      37931      10349          0       1592          0        128      50,90       1,56       21,3       1,74       4331       7728       6821        843         64       7396        731          0
 79      37559      10553          0       1752          0        136      50,97       1,56       21,4       1,76       4575       7856       6826        963         67       7825        776          0
 80      37216      10658          0       1982          0        144      51,04       1,57       21,7       1,73       4800       7974       6758       1144         72       8091        787          0
 81      36952      10678          0       2219          0        151      51,11       1,57       21,7       1,69       4983       8055       6657       1325         73       8316        817          0
 82      36671      10691          0       2480          0        158      51,17       1,57       21,8       1,66       5195       8124       6522       1525         77       8575        826          0
 83      36414      10663          0       2754          0        169      51,24       1,58       22,0       1,64       5374       8202       6400       1720         82       8748        866          0
 84      36168      10647          0       3002          0        183      51,29       1,58       22,1       1,63       5549       8273       6289       1898         86       8886        889          0
 85      35947      10567          0       3290          0        196      51,36       1,58       22,2       1,62       5720       8323       6131       2101         91       8958        902          0
 86      35741      10413          0       3639          0        207      51,41       1,58       22,5       1,57       5885       8364       5907       2361         96       8939        899          0
 87      35537      10292          0       3951          0        220      51,47       1,59       22,7       1,57       6061       8392       5715       2575        102       8877        886          0
 88      35356      10143          0       4267          0        234      51,52       1,59       22,8       1,55       6229       8405       5512       2788        105       8828        888          0
 89      35186       9936          0       4621          0        257      51,57       1,59       22,9       1,52       6381       8423       5272       3039        112       8708        874          0
 90      35020       9734          0       4971          0        275      51,63       1,59       23,0       1,51       6531       8439       5067       3260        112       8587        873          0
 91      34857       9490          0       5356          0        297      51,68       1,59       23,1       1,50       6681       8452       4830       3505        117       8401        862          0
 92      34719       9201          0       5771          0        309      51,72       1,59       23,3       1,48       6810       8461       4569       3772        120       8180        837          0
 93      34598       8857          0       6213          0        332      51,77       1,59       23,4       1,45       6929       8463       4281       4061        121       7921        807          0
 94      34471       8533          0       6641          0        355      51,82       1,60       23,6       1,43       7055       8464       4005       4335        124       7650        776          0
 95      34366       8149          0       7105          0        380      51,86       1,60       23,8       1,41       7159       8465       3701       4638        126       7331        732          0
 96      34274       7722          0       7605          0        399      51,91       1,60       24,0       1,38       7249       8467       3377       4961        129       6976        690          0
 97      34181       7326          0       8076          0        417      51,95       1,60       24,1       1,36       7340       8469       3092       5246        131       6650        662          0
 98      34079       6942          0       8548          0        431      51,99       1,60       24,3       1,35       7441       8470       2820       5518        132       6302        630          0
 99      33994       6553          0       9003          0        450      52,03       1,60       24,4       1,33       7522       8474       2567       5774        133       5949        601          0
100      33924       6189          0       9421          0        466      52,07       1,60       24,5       1,31       7590       8476       2325       6018        133       5642        569          0
101      33850       5829          0       9832          0        489      52,11       1,60       24,7       1,29       7663       8477       2090       6252        135       5313        546          0
102      33781       5462          0      10247          0        510      52,14       1,60       24,8       1,27       7731       8478       1861       6479        138       4969        508          0
103      33717       5074          0      10676          0        533      52,18       1,60       24,9       1,26       7793       8480       1627       6713        140       4610        467          0
104      33675       4704          0      11067          0        554      52,22       1,60       25,0       1,24       7834       8481       1431       6909        141       4300        432          0
105      33613       4353          0      11466          0        568      52,25       1,60       25,1       1,22       7894       8483       1264       7077        142       3972        396          0
106      33565       4042          0      11807          0        586      52,28       1,60       25,2       1,20       7941       8484       1114       7227        143       3684        369          0
107      33516       3729          0      12151          0        604      52,32       1,60       25,3       1,19       7988       8486        973       7369        144       3395        344          0
108      33469       3475          0      12435          0        621      52,35       1,60       25,3       1,17       8033       8488        858       7486        144       3163        305          0
109      33429       3227          0      12705          0        639      52,38       1,60       25,4       1,16       8071       8490        772       7574        144       2939        283          0
110      33395       3001          0      12947          0        657      52,42       1,60       25,4       1,15       8103       8492        700       7647        145       2721        256          0
111      33365       2765          0      13200          0        670      52,45       1,60       25,5       1,14       8133       8492        620       7727        145       2517        237          0
112      33328       2571          0      13418          0        683      52,48       1,60       25,5       1,12       8168       8494        572       7777        145       2334        225          0
113      33302       2382          0      13618          0        698      52,51       1,60       25,5       1,11       8192       8496        539       7812        145       2168        205          0
114      33274       2223          0      13791          0        712      52,54       1,60       25,6       1,11       8219       8497        493       7859        145       2028        186          0
