Fichero                                                      Desv.Media Ser
------------------------------------------------------------ ---------- --- --
C:\Contagio\50CRB40\s001.log                                     135,99   2 ok
C:\Contagio\50CRB40\s002.log                                      50,45   2 ok
C:\Contagio\50CRB40\s003.log                                      29,08   2 ok
C:\Contagio\50CRB40\s004.log                                      78,06   2 ok
C:\Contagio\50CRB40\s005.log                                     162,41   2 ok
C:\Contagio\50CRB40\s006.log                                      84,98   2 ok
C:\Contagio\50CRB40\s007.log                                     281,56   2 
C:\Contagio\50CRB40\s008.log                                      52,94   2 ok
C:\Contagio\50CRB40\s009.log                                     101,75   2 ok
C:\Contagio\50CRB40\s010.log                                     131,28   2 ok
C:\Contagio\50CRB40\s011.log                                      86,02   2 ok
C:\Contagio\50CRB40\s012.log                                      39,72   2 ok
C:\Contagio\50CRB40\s013.log                                      71,76   2 ok
C:\Contagio\50CRB40\s014.log                                     111,43   2 ok
C:\Contagio\50CRB40\s015.log                                      43,56   2 ok
C:\Contagio\50CRB40\s016.log                                      33,15   2 ok
C:\Contagio\50CRB40\s017.log                                      78,64   2 ok
C:\Contagio\50CRB40\s018.log                                     154,36   2 ok
C:\Contagio\50CRB40\s019.log                                      70,90   2 ok
C:\Contagio\50CRB40\s020.log                                     124,53   2 ok
C:\Contagio\50CRB40\s021.log                                      97,27   2 ok
C:\Contagio\50CRB40\s022.log                                     122,79   2 ok
C:\Contagio\50CRB40\s023.log                                     130,66   2 ok
C:\Contagio\50CRB40\s024.log                                      82,03   2 ok
C:\Contagio\50CRB40\s025.log                                      47,49   2 ok
C:\Contagio\50CRB40\s026.log                                      77,36   2 ok
C:\Contagio\50CRB40\s027.log                                      34,58   2 ok
C:\Contagio\50CRB40\s028.log                                      58,54   2 ok
C:\Contagio\50CRB40\s029.log                                      52,68   2 ok
C:\Contagio\50CRB40\s030.log                                      68,55   2 ok
------------------------------------------------------------ ---------- --- --
                                           2 x      89,82  =     179,63
------------------------------------------------------------ ---------- --- --

                                                                       Recorrido  Contactos Media días            ------ Afectados ---- ----------  Clusters -----------
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos     Ida     críticos  infectados         R0   Cercania   Clusters Infectados    Curados    Muertos   Enfermos Hospitaliz  Ambiental
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1      49990         10          0          0          0          0      56,34       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  2      49990         10          0          0          0          0      56,34       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  3      49990         10          0          0          0          0      56,34       0,00        0,0       0,00          0          0          0          0          0          0          0          0
  4      49983         16          0          0          0          0      56,34       0,52        0,0       0,00          1          5          5          0          0          0          0          0
  5      49978         22          0          0          0          0      56,34       0,70        0,0       0,00          1         10         10          0          0          0          0          0
  6      49972         27          0          0          0          0      56,34       0,74        0,0       0,00          2         14         14          0          0          0          0          0
  7      49958         41          0          0          0          0      56,34       0,81        0,0       0,00          4         26         26          0          0         10          1          0
  8      49943         56          0          0          0          0      56,34       0,82        0,0       0,00          5         40         40          0          0         10          1          0
  9      49926         73          0          0          0          0      56,34       0,86        0,0       0,00          7         56         56          0          0         10          1          0
 10      49894        104          0          0          0          0      56,34       0,91        0,9       0,07         11         83         83          0          0         16          1          0
 11      49860        139          0          0          0          0      56,34       0,93        1,3       0,07         15        114        114          0          0         21          2          0
 12      49824        175          0          0          0          0      56,34       0,97        2,2       0,53         21        144        144          0          0         26          2          0
 13      49787        211          0          0          0          0      56,34       1,03        3,8       0,63         28        173        173          0          0         40          3          0
 14      49753        246          0          0          0          0      56,34       1,11        5,6       1,14         39        197        197          0          0         55          5          0
 15      49716        282          0          1          0          0      56,34       1,18        7,8       1,43         52        221        220          0          0         72          7          0
 16      49674        323          0          1          0          0      56,34       1,25        9,4       1,94         68        247        246          0          0        103         10          0
 17      49624        373          0          2          0          0      56,34       1,31       10,4       1,72         85        280        279          1          0        137         13          0
 18      49565        430          0          3          0          0      56,34       1,36       11,4       1,88        102        322        320          1          0        172         17          0
 19      49495        499          0          4          0          0      56,34       1,40       11,7       2,08        119        374        372          2          0        207         20          0
 20      49413        580          0          6          0          0      56,34       1,41       12,0       2,48        137        439        435          3          0        240         23          0
 21      49325        667          0          7          0          0      56,34       1,43       12,6       2,45        157        507        502          4          0        275         27          0
 22      49230        759          0          9          0          0      56,34       1,44       12,9       2,28        182        577        571          6          0        315         31          0
 23      49128        858          0         12          0          0      56,34       1,46       13,2       2,19        208        652        644          8          0        362         35          0
 24      49016        966          0         15          0          0      56,34       1,48       13,5       2,24        240        733        722         10          0        418         42          0
 25      48885       1094          0         19          0          0      56,34       1,49       13,9       2,14        277        827        813         13          0        484         49          0
 26      48745       1229          0         24          0          0      56,34       1,51       14,4       2,05        317        927        909         17          0        561         56          0
