Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1       1999          1          0          0          0          0          0          0          0
  2       1999          1          0          0          0          0          0          0          0
  3       1999          1          0          0          0          0          0          0          0
  4       1999          1          0          0          0          0          0          0          0
  5       1999          1          0          0          0          0          0          0          0
  6       1999          1          0          0          0          0          0          0          0
  7       1999          1          0          0          0          0          0          0          0
  8       1999          1          0          0          0          0          0          0          0
  9       1999          1          0          0          0          0          0          0          0
 10       1999          1          0          0          0          0          0          0          0
 11       1998          2          0          0          0          0          0          0          0
 12       1998          2          0          0          0          0          0          0          0
 13       1998          2          0          0          0          0          0          0          0
 14       1998          2          0          0          0          0          0          0          0
 15       1997          3          0          0          0          0          0          0          0
 16       1997          3          0          0          0          0          0          0          0
 17       1997          3          0          0          0          0          0          0          0
 18       1997          3          0          0          0          0          0          1          0
 19       1997          3          0          0          0          0          0          1          0
 20       1997          3          0          0          0          0          0          1          0
 21       1997          3          0          0          0          0          0          1          0
 22       1997          3          0          0          0          0          0          2          0
 23       1997          3          0          0          0          0          0          2          0
 24       1997          3          0          0          0          0          0          2          0
 25       1997          3          0          0          0          0          0          2          0
 26       1997          3          0          0          0          0          0          2          0
 27       1997          3          0          0          0          0          0          2          0
 28       1997          3          0          0          0          0          0          2          0
 29       1997          2          0          1          0          0          0          2          0
 30       1997          2          0          1          0          0          0          2          0
 31       1997          2          0          1          0          0          0          2          0
 32       1997          2          0          1          0          0          0          2          0
 33       1997          2          0          1          0          0          0          2          0
 34       1997          2          0          1          0          0          0          2          0
 35       1997          2          0          1          0          0          0          2          0
 36       1997          2          0          1          0          0          0          2          0
 37       1997          2          0          1          0          0          0          2          0
 38       1997          2          0          1          0          0          0          2          0
 39       1997          2          0          1          0          0          0          2          0
 40       1997          1          0          2          0          0          0          1          0
 41       1997          1          0          2          0          0          0          1          0
