Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1         40          0          0          0          0          0          0          0          0
  2         40          0          0          0          0          0          0          0          0
  3         40          0          0          0          0          0          0          0          0
  4         40          0          0          0          0          0          0          0          0
  5         40          0          0          0          0          0          0          0          0
  6         40          0          0          0          0          0          0          0          0
  7         40          0          0          0          0          0          0          0          0
  8         40          0          0          0          0          0          0          0          0
  9         40          0          0          0          0          0          0          0          0
 10         40          0          0          0          0          0          0          0          0
 11         40          0          0          0          0          0          0          0          0
 12         40          0          0          0          0          0          0          0          0
 13         40          0          0          0          0          0          0          0          0
 14         40          0          0          0          0          0          0          0          0
 15         40          0          0          0          0          0          0          0          0
 16         40          0          0          0          0          0          0          0          0
 17         40          0          0          0          0          0          0          0          0
 18         40          0          0          0          0          0          0          0          0
 19         40          0          0          0          0          0          0          0          0
 20         40          0          0          0          0          0          0          0          0
 21         40          0          0          0          0          0          0          0          0
 22         39          1          0          0          0          0          0          0          0
 23         39          1          0          0          0          0          0          0          0
 24         39          1          0          0          0          0          0          0          0
 25         39          1          0          0          0          0          0          0          0
 26         39          1          0          0          0          0          0          0          0
 27         38          2          0          0          0          0          0          0          0
 28         38          2          0          0          0          0          0          0          0
 29         38          2          0          0          0          0          0          1          0
 30         38          2          0          0          0          0          0          1          0
 31         38          2          0          0          0          0          0          1          0
 32         37          3          0          0          0          0          0          1          0
 33         37          3          0          0          0          0          0          1          0
 34         37          3          0          0          0          0          0          1          0
 35         37          3          0          0          0          0          0          1          0
 36         37          3          0          0          0          0          0          1          0
 37         37          3          0          0          0          0          0          1          0
 38         37          3          0          0          0          0          0          1          0
 39         37          3          0          0          0          0          0          1          0
 40         37          3          0          0          0          0          0          1          0
 41         37          3          0          0          0          0          0          1          0
 42         37          3          0          0          0          0          0          1          0
 43         37          3          0          0          0          0          0          1          0
 44         37          3          0          0          0          0          0          1          0
 45         37          3          0          0          0          0          0          1          0
 46         37          3          0          0          0          0          0          1          0
 47         37          3          0          0          0          0          0          1          0
 48         37          3          0          0          0          0          0          1          0
 49         37          3          0          0          0          0          0          1          0
 50         37          3          0          0          0          0          0          1          0
 51         37          3          0          0          0          0          0          1          0
 52         37          2          0          1          0          0          0          0          0
 53         37          2          0          1          0          0          0          0          0
 54         37          2          0          1          0          0          0          0          0
 55         37          2          0          1          0          0          0          0          0
 56         37          2          0          1          0          0          0          0          0
 57         37          2          0          1          0          0          0          0          0
 58         37          0          0          3          0          0          0          0          0
 59         37          0          0          3          0          0          0          0          0
 60         37          0          0          3          0          0          0          0          0
 61         37          0          0          3          0          0          0          0          0
 62         36          1          0          3          0          0          0          0          0
 63         36          1          0          3          0          0          0          0          0
 64         36          1          0          3          0          0          0          0          0
 65         36          1          0          3          0          0          0          0          0
 66         36          1          0          3          0          0          0          0          0
 67         36          1          0          3          0          0          0          0          0
 68         36          1          0          3          0          0          0          0          0
 69         36          1          0          3          0          0          0          0          0
 70         36          1          0          3          0          0          0          0          0
 71         36          1          0          3          0          0          0          0          0
 72         36          1          0          3          0          0          0          0          0
 73         36          1          0          3          0          0          0          0          0
 74         36          1          0          3          0          0          0          0          0
 75         36          1          0          3          0          0          0          0          0
 76         36          1          0          3          0          0          0          0          0
 77         36          1          0          3          0          0          0          0          0
 78         36          1          0          3          0          0          0          0          0
 79         36          1          0          3          0          0          0          0          0
 80         36          1          0          3          0          0          0          0          0
 81         36          1          0          3          0          0          0          0          0
 82         36          1          0          3          0          0          0          0          0
 83         36          1          0          3          0          0          0          0          0
 84         36          1          0          3          0          0          0          0          0
 85         36          0          0          4          0          0          0          0          0
 86         36          0          0          4          0          0          0          0          0
 87         36          0          0          4          0          0          0          0          0
 88         36          0          0          4          0          0          0          0          0
 89         36          0          0          4          0          0          0          0          0
 90         36          0          0          4          0          0          0          0          0
 91         36          0          0          4          0          0          0          0          0
 92         36          0          0          4          0          0          0          0          0
 93         36          0          0          4          0          0          0          0          0
 94         36          0          0          4          0          0          0          0          0
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------

Tipo 1
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1        149          1          0          0          0          0          0          0          0
  2        149          1          0          0          0          0          0          0          0
  3        149          1          0          0          0          0          0          0          0
  4        149          1          0          0          0          0          0          0          0
  5        149          1          0          0          0          0          0          0          0
  6        149          1          0          0          0          0          0          0          0
  7        149          1          0          0          0          0          0          0          0
  8        149          1          0          0          0          0          0          0          0
  9        149          1          0          0          0          0          0          0          0
 10        149          1          0          0          0          0          0          0          0
 11        149          1          0          0          0          0          0          0          0
 12        149          1          0          0          0          0          0          0          0
 13        149          1          0          0          0          0          0          0          0
 14        149          1          0          0          0          0          0          0          0
 15        149          1          0          0          0          0          0          0          0
 16        149          1          0          0          0          0          0          0          0
 17        149          1          0          0          0          0          0          0          0
 18        149          1          0          0          0          0          0          0          0
